cnpj,cnpj_basico,matriz_filial,nome_fantasia,razao_social,situacao_cadastral,situacao,data_situacao,data_inicio,ano_inicio,cnae_principal,cnae_descricao,cnae_secundaria,logradouro,numero,bairro,cep,municipio_codigo,municipio,uf,motivo_situacao,natureza_juridica,natureza_juridica_desc,capital_social,porte_codigo,porte,mei,optante_simples
00010054000138,00010054,Matriz,,MATEUS CELSO MORAIS BAR,02,Ativa,2005-11-03,1994-05-26,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,86,04,BOA VISTA,13504684,6979,RIO CLARO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00010101000143,00010101,Matriz,,BAR E LANCHES POUSADA IBOTIRAMA LTDA,02,Ativa,2025-11-04,1994-05-27,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MANUEL PIMENTEL,34,PQ STA MADALENA,03983020,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
00010233000175,00010233,Matriz,,ARNALDO APPENDINO JUNIOR,02,Ativa,2005-11-03,1994-05-26,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,FLORIANO PEIXOTO,344,CENTRO,15290000,6263,BURITAMA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00010309000162,00010309,Matriz,,BAR E LANCHES LEUS LTDA,02,Ativa,2005-11-03,1994-05-26,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MATIAS FERRAO,2,VILA MARIA,02115010,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
00010446000105,00010446,Matriz,BONANI DRINKS,FERNANDO GAVIRA BONANI,02,Ativa,2005-11-03,1994-05-27,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DA SAUDADE,915,JARDIM ALMICI,14960000,6771,NOVO HORIZONTE,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00010458000121,00010458,Matriz,CANTINA CAMPUS,LAERCIO ZANGRANDE RIBEIRAO PRETO,02,Ativa,2022-12-08,1994-05-27,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DOUTOR OSCAR DE MOURA LACERDA,S/N,INDEPENDENCIA,14076510,6969,RIBEIRAO PRETO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00010458000202,00010458,Filial,,LAERCIO ZANGRANDE RIBEIRAO PRETO,02,Ativa,2022-12-08,2009-11-13,2009,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO RAMALHO,509,CAMPOS ELISEOS,14085040,6969,RIBEIRAO PRETO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00010727000150,00010727,Matriz,,PADARIA CAPANEMA & MUSSOLINI LTDA,02,Ativa,2004-01-23,1994-05-27,1994,4721102,Padaria e confeitaria com predominância de revenda,,CAMPOS SALLES,1141,CENTRO,14700420,6221,BEBEDOURO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",03,Empresa de pequeno porte,Não MEI,Sim
00010738000130,00010738,Matriz,,ARLINDO MARTINS-PORTO FELIZ,02,Ativa,2005-06-04,1994-05-27,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DR SILVIO BRAND CORREA,1079,VISTA ALEGRE,18540000,6913,PORTO FELIZ,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
00010815000151,00010815,Matriz,,ACACIO CANHADAS SILVA & CIA LTDA,02,Ativa,2004-06-12,1994-05-27,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CAMPOS SALLES,2290,CENTRO,14400710,6425,FRANCA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
00011517000186,00011517,Matriz,,MARISA RIGO,02,Ativa,2005-11-03,1994-05-31,1994,5611201,Restaurantes e similares,5620101,BARAO DE ITAPEMA,225,CENTRO,13250020,6569,ITATIBA,SP,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,Não MEI,Sim
00011520000108,00011520,Matriz,,JOSE ALFREDO PEDROZO DOS SANTOS,02,Ativa,2005-11-03,1994-05-31,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DR MARQUES FERREIRA,401,CENTRO,13590000,6387,DOURADO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00012093000174,00012093,Matriz,,JLC COMERCIO DE ALIMENTOS LTDA,02,Ativa,2005-11-03,1994-06-01,1994,5611201,Restaurantes e similares,,CORONEL SILVA TELES,407,CAMBUI,13024000,6291,CAMPINAS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1760939,00",05,Demais,Não MEI,Não
00012093000255,00012093,Filial,,JLC COMERCIO DE ALIMENTOS LTDA,02,Ativa,2024-03-07,2024-03-07,2024,5611201,Restaurantes e similares,,S BENTO,470,CENTRO,01010905,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1760939,00",05,Demais,Não MEI,Não
00012101000182,00012101,Matriz,,CLAUDINEY NOGUEIRA TORRES,02,Ativa,2005-11-03,1994-05-31,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,CEL JONAS A DE MELLO,2543,VILA CARDOSO,15370000,6849,PEREIRA BARRETO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00012291000138,00012291,Matriz,,LUIS CLAUDIO NICOLETI BASTOS,02,Ativa,2005-11-03,1994-06-01,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4723700,VALDEVINO FERNANDES,380,VILA ITATIAIA,17690000,6215,BASTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,MEI,Sim
00012334000185,00012334,Matriz,,HYPPOLITO & HYPPOLITO LTDA,02,Ativa,2004-03-26,1994-05-31,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOSE RODRIGUES SAMPAIO,182,VILA MONTEIRO,13560710,7079,SAO CARLOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
00012511000123,00012511,Matriz,,RESTAURANTE E PIZZARIA MARDAN LTDA,02,Ativa,2005-11-03,1994-05-31,1994,5611201,Restaurantes e similares,,PIO XII,274,LIBERDADE,01322030,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1350000,00",03,Empresa de pequeno porte,Não MEI,Sim
00012512000178,00012512,Matriz,,BENTO ABE - BAR E LANCHES LTDA,02,Ativa,2005-07-22,1994-05-31,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DA GLORIA,621,LIBERDADE,01510001,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
00012641000166,00012641,Matriz,BAR E ARMAZEM TRISTAO,ALDOVANDRO GONCALVES TRISTAO,02,Ativa,2005-11-03,1981-12-04,1981,5611203,"Lanchonetes, casas de chá, de sucos e similares",,AGOSTINHO MARTINS,73,CENTRO,75740000,9369,GOIANDIRA,GO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00012752000172,00012752,Matriz,RESTAURANTE PALADAR,L L MASSARIA CARRION RESTAURANTE LTDA,02,Ativa,2005-11-03,1994-05-31,1994,5611201,Restaurantes e similares,4722901,9 DE JULHO,783,CENTRO,16880013,7227,VALPARAISO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",03,Empresa de pequeno porte,Não MEI,Sim
00012764000105,00012764,Matriz,PRIMATAS BEER,PRIMATAS BEER RESTAURANTE LTDA,02,Ativa,2006-12-21,1994-05-31,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611201,TOTO LEITE,543,JARDIM RICETTI,13570010,7079,SAO CARLOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
00012810000168,00012810,Matriz,,EMPORIO E MERCEARIA DA VILA MEDEIROS LTDA,02,Ativa,2005-11-03,1994-06-01,1994,4721102,Padaria e confeitaria com predominância de revenda,4729699,GEOLANDIA,1301,VILA MEDEIROS,02217000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"60000,00",01,Microempresa,Não MEI,Não
00013120000123,00013120,Matriz,VILA GRILL,DANIEL DE MEIRELLES,02,Ativa,2005-11-03,1994-06-01,1994,5611201,Restaurantes e similares,,LEONARDO COSTA GONCALVES,1014,PARQUE MONTE VERDE,37466000,4659,ITAMONTE,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00013327000106,00013327,Matriz,,MERCADINHO COLINAS DA ANHANGUERA LTDA,02,Ativa,2005-11-03,1994-06-09,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4712100,BENEDITO BELMONTE,14,COLINAS DA ANHANGUERA,06537140,7047,SANTANA DE PARNAIBA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
00013349000168,00013349,Matriz,,00.013.349 ALVARO ANTONIO VITACHI,02,Ativa,2026-07-02,1994-05-31,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SANTA  IZABEL,36,VILA SANTA  IZABEL,13084010,6291,CAMPINAS,SP,SEM MOTIVO,2135,Empresário (Individual),"1000,00",01,Microempresa,Não MEI,Sim
00013532000163,00013532,Matriz,CHALE CHOPPS,FERNANDO CESAR GARCIA,02,Ativa,2005-11-03,1981-12-09,1981,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BEIRA RIO,10,CENTRO,75503480,9425,ITUMBIARA,GO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00013858000190,00013858,Matriz,BAR DO ITAMAR,BAR DO ITAMAR LTDA,02,Ativa,2000-12-23,1994-06-08,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,BELGICA,660,JARDIM PALMEIRAS,17900000,6389,DRACENA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
00014038000113,00014038,Matriz,PORTO SEGURO,PAES E DOCES PORTO SEGURO LTDA,02,Ativa,2005-06-04,1994-06-09,1994,4721102,Padaria e confeitaria com predominância de revenda,,ADA NEGRI,285,SANTO AMARO,04755000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Sim
00014189000171,00014189,Matriz,,JOSE ROBERTO BARUSSI,02,Ativa,2005-11-03,1994-06-08,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,9 DE JULHO,17-90,CENTRO,15130001,6707,MIRASSOL,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00014559000170,00014559,Matriz,CANTINA E PENSAO DO CAPACETE,GERSON PEREIRA RIOS,02,Ativa,2006-12-01,1994-06-07,1994,5611201,Restaurantes e similares,,LUIZ RAMPAZZO,918,CENTRO,14210000,6653,LUIS ANTONIO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00014834000156,00014834,Matriz,,ESTTRELLA O COMERCIO ALIMENTICIO LTDA,02,Ativa,2005-11-03,1994-06-08,1994,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"4723700,4729699,5320202,5611201",TUPI,772,PACAEMBU,01233000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"25000,00",01,Microempresa,Não MEI,Sim
00014917000145,00014917,Matriz,,VILLA PROENCA LANCHES LTDA,02,Ativa,2005-11-03,1994-06-08,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PRINCESA D'OESTE,733,JARDIM PROENCA,13026137,6291,CAMPINAS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"2000,00",01,Microempresa,Não MEI,Sim
00014979000157,00014979,Matriz,,LANCHONETE PIRES DA MOTA LTDA,02,Ativa,2005-11-03,1994-06-08,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SILVA BUENO,2109,IPIRANGA,04208052,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"25000,00",01,Microempresa,Não MEI,Sim
00015025000169,00015025,Matriz,A SILVA,CONFEITARIA SILVA & GUIMARAES LTDA,02,Ativa,2005-11-03,1994-06-08,1994,4721102,Padaria e confeitaria com predominância de revenda,,DR.LUIZ RIBEIRO CASTILHO,243,PINGO DE OURO,12510470,6469,GUARATINGUETA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"71000,00",01,Microempresa,Não MEI,Sim
00015039000182,00015039,Matriz,,L DE JESUS CANDIDO DE NEGRI,02,Ativa,2005-11-03,1994-06-08,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",4712100,OSVALDO ANTONIO PITON,249,CENTRO,17270050,6245,BORACEIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00015228000155,00015228,Matriz,POLIPAN PAES E DOCES,POLIPAN PAES E DOCES LTDA,02,Ativa,2001-06-18,1994-06-09,1994,4721102,Padaria e confeitaria com predominância de revenda,,CONSELHEIRO CARRAO,2849,VILA CARRAO,03402002,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",03,Empresa de pequeno porte,Não MEI,Sim
00015327000137,00015327,Matriz,,YELLOW COMIDA CASEIRA E PIZZARIA LTDA,02,Ativa,2005-03-25,1994-06-10,1994,5611201,Restaurantes e similares,,CORONEL OSCAR PORTO,1082,PARAISO,04003005,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"80000,00",01,Microempresa,Não MEI,Sim
00015366000134,00015366,Matriz,,00.015.366 LUIZ BAHU,02,Ativa,2004-01-23,1994-06-10,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,CONSTITUCIONALIST DE 32,240,J SANTA EFIGENIA,15400000,6779,OLIMPIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
00015409000181,00015409,Matriz,,PIZZARIA VIA LOMBARDI LTDA,02,Ativa,2005-03-25,1994-06-13,1994,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,DOM ARMANDO LOMBARDI,432,VILA PROGREDIOR,05616011,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1500,00",01,Microempresa,Não MEI,Sim
00015435000100,00015435,Matriz,,COPO SUJO BAR E BILHAR LTDA,02,Ativa,2026-05-18,1994-06-09,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PRESIDENTE GETULIO VARGAS,230,MOGI MODERNO,08715400,6713,MOGI DAS CRUZES,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
00015436000154,00015436,Matriz,,ARCILIO VILLAR FILHO BAR,02,Ativa,2005-09-10,1994-06-09,1994,5611201,Restaurantes e similares,,RICIERI JOSE MARCATTO,317,VILA SUISSA,08810020,6713,MOGI DAS CRUZES,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
00015496000177,00015496,Matriz,,IRENE MITIKO WU,02,Ativa,2005-10-22,1994-06-10,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ITALO BOSQUIERO,220,CAMPO LIMPO,13473291,6131,AMERICANA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00015588000157,00015588,Matriz,DA NENA,BAR E MERCEARIA DA NENA SCSUL LTDA,02,Ativa,2004-02-20,1994-06-10,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,OSVALDO CRUZ,865,SANTO ANTONIO,09540280,7077,SAO CAETANO DO SUL,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
00015664000124,00015664,Matriz,JUCAPORTO,BAR E LANCHES JUCAPORTO LTDA,02,Ativa,2005-11-03,1994-06-10,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,JOAO DIAS,1025,SANTO AMARO,04723001,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
00015700000150,00015700,Matriz,PESQUEIRO MURAYAMA,F. C. F. PESQUEIRO E RESTAURANTE LTDA,02,Ativa,2005-09-30,1994-06-10,1994,5611201,Restaurantes e similares,"5611203,0312401,9319199",P.L. DO BRASIL,SM,CENTRO,07400630,6177,ARUJA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"60000,00",01,Microempresa,Não MEI,Sim
00015851000108,00015851,Matriz,,MARIA APARECIDA DA SILVA BOLDRIN,02,Ativa,2005-11-03,1994-06-13,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MARCELO GIRARDI (JARDIM ANSELMO TESTA),31,SANTO ANTONIO,14315080,6217,BATATAIS,SP,SEM MOTIVO,2135,Empresário (Individual),"8000,00",01,Microempresa,MEI,Sim
00016134000109,00016134,Matriz,PADARIA ALVES,PADARIA ALVES MOURA LTDA,02,Ativa,2005-11-03,1994-10-27,1994,4721102,Padaria e confeitaria com predominância de revenda,,DAS PITANGUEIRAS,17,VALE DAS NOGUEIRAS,13474353,6131,AMERICANA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
00017098000190,00017098,Matriz,,00.017.098 MARIA MUNIZ DA SILVA,02,Ativa,2005-11-03,1994-06-13,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",5620104,EUZIRA TURRA CUSMA,420,PARQUE CEREJEIRAS,08640642,7151,SUZANO,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,MEI,Sim
00017198000116,00017198,Matriz,,CAROLINA DO TATUAPE PAES E DOCES LTDA,02,Ativa,2005-11-03,1994-06-14,1994,4721102,Padaria e confeitaria com predominância de revenda,9329804,ANTONIO DE BARROS,1909,TATUAPE,03401000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
00017330000190,00017330,Matriz,,BAR E LANCHES ARECO LTDA,02,Ativa,2005-11-03,1994-06-10,1994,5611201,Restaurantes e similares,,DR. AMANCIO DE CARVALHO,235,VILA MARIANA,04012090,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Sim
00017593000107,00017593,Matriz,,BAR E LANCHONETE DARACY LTDA,02,Ativa,2005-11-03,1994-06-10,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DAS AMOREIRAS,3284,JD DO LAGO,13050000,6291,CAMPINAS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
00017767000123,00017767,Matriz,BAR DO GETULIO,GETULIO CARRETEIRO BAR,02,Ativa,2005-11-03,1994-06-14,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,SANTA TEREZINHA,1735,JARDIM PROGRESSO,15310000,6667,MAGDA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00017796000195,00017796,Matriz,,RUBENS TEIXEIRA LANCHONETE LTDA,02,Ativa,2005-06-24,1994-06-14,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ARMANDO CARDOSO ALVES,106,PENHA,03602050,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Sim
00017842000156,00017842,Matriz,,RESTAURANTE E PIZZARIA IRMAOS AMARAL LTDA,02,Ativa,2005-11-03,1994-06-14,1994,5611201,Restaurantes e similares,,ALECIO PEROSSO,154,METROPOLE,17910030,6389,DRACENA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
00017973000133,00017973,Matriz,,BAR DO SILVERIO LTDA,02,Ativa,2005-01-08,1994-06-14,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DO TATUAPE,09,TATUAPE,03089030,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"1000,00",01,Microempresa,Não MEI,Sim
00017990000170,00017990,Matriz,,SABOR DE CASA RESTAURANTE LTDA,02,Ativa,2005-11-03,1994-06-14,1994,5611201,Restaurantes e similares,"4712100,4729602,5611203",WALDOMNIRO R OLIVEIRA,20,VL INDUSTRIAL,12220430,7099,SAO JOSE DOS CAMPOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"95000,00",01,Microempresa,Não MEI,Sim
00018115000103,00018115,Matriz,,MARIA JOSE DA SILVA LANCHONETE GUARULHOS,02,Ativa,2025-06-27,1994-06-14,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SANTA CATARINA,63,VILA SAO RAFAEL,07052190,6477,GUARULHOS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
00018580000144,00018580,Matriz,BAR E ARMAZEM SILVA,SEBASTIAO CLEMENTE DA SILVA,02,Ativa,2004-11-26,1981-12-22,1981,5611203,"Lanchonetes, casas de chá, de sucos e similares",,SAO JOAO,306,SAO JOAO,75703140,9301,CATALAO,GO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00018847000101,00018847,Matriz,QUIOSQUE DA MANA,LANCHONETE DA MANA DE UBATUBA LTDA,02,Ativa,2005-11-03,1994-06-17,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611203,JOAO VITORIO,10,ENSEADA,11680000,7209,UBATUBA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Sim
00019014000157,00019014,Matriz,,FREE BURGER BAR E LANCHES LTDA,02,Ativa,2005-11-03,1994-06-16,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ANTONIO DE BARROS,255,TATUAPE,03089000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Não
00019038000106,00019038,Matriz,,PHABIOS PIZZARIA E ESFIHARIA LTDA,02,Ativa,2005-11-03,1994-06-17,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,TIBURCIO DE SOUZA,193,ITAIM PAULISTA,08140000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"75000,00",01,Microempresa,Não MEI,Não
00019078000158,00019078,Matriz,,ORANGE JUICE & COFFEE COMERCIO DE ALIMENTOS LTDA,02,Ativa,2026-05-23,1994-06-16,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,XV DE NOVEMBRO,12,SE,01013000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"30000,00",01,Microempresa,Não MEI,Não
00019564000176,00019564,Matriz,RESTAURANTE DO ROMEU,ROMEU ORCIOLI FLORES & CIA LTDA,02,Ativa,2005-03-12,1994-06-17,1994,5611201,Restaurantes e similares,4729699,JOSE MARIA MIRANDA,162,CENTRO,13170001,7149,SUMARE,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Não
00019604000180,00019604,Matriz,BUTEQUIM,JOAQUIM ROBERTO DE RESENDE,02,Ativa,2005-11-03,1981-12-29,1981,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DOM EMANOEL,10,CENTRO,75704260,9301,CATALAO,GO,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00019679000160,00019679,Matriz,CHURRASCARIA DO LAGO,CHURRASCARIA DO LAGO LTDA,02,Ativa,2004-12-31,1973-07-31,1973,5611201,Restaurantes e similares,,DONA GERCINA BORGES TEIXEIRA,157,CENTRO,74015090,9373,GOIANIA,GO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
00019916000193,00019916,Matriz,MAK DORI'S BAR,DORIVAL LOPES DUARTINA,02,Ativa,2004-10-09,1994-06-20,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,D. RIMA SIMAO,115,CENTRO,17470000,6391,DUARTINA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
00020158000123,00020158,Matriz,,MORAES & MIGUEL LTDA,02,Ativa,2005-11-03,1994-06-20,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",5611203,PROFESSOR HUGO SARMENTO,301,CENTRO,13870030,7083,SAO JOAO DA BOA VISTA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"2500,00",01,Microempresa,Não MEI,Sim
00020622000181,00020622,Matriz,,MERCEARIA NOGUEIRA DE BRAGANCA PAULISTA LTDA,02,Ativa,2004-02-20,1994-06-21,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ALONSO CINTRA AMARAL,11,JARDIM SAO LOURENCO,12908530,6251,BRAGANCA PAULISTA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Sim
00020797000199,00020797,Matriz,,GILBERTO PEREIRA NOGUEIRA LTDA,02,Ativa,2004-09-11,1994-06-22,1994,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",4712100,DOUTOR ADHEMAR PEREIRA DE BARROS,538,VILA SUCONASA,14807040,6163,ARARAQUARA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
00020799000188,00020799,Matriz,REGI'S,ALVES & MARTINS JAU LTDA,02,Ativa,2005-11-03,1994-06-22,1994,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DONA FRANCISCA PRADO SAMPAIO,427,JARDIM SANZOVO,17204220,6607,JAU,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
